pack_player_id,player_name,position,nfl_team,fbg_id,cbs_id,fantasypros_id,gsis_id,model_id,source_as_of,exported_at,scoring_fingerprint,authority,fbg_points,cbs_points,fantasypros_points,raw_consensus_points,mean_reversion_delta,within_position_delta,season_context_delta,durability_delta,availability_delta,modified_projection_points,uncertainty_low,uncertainty_high,fallback_reason,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18
cbs:2787078,Jelani Woods,TE,NYJ,,2787078,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,15.9,0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbs:2964419,Blake Whiteheart,TE,CLE,,2964419,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,15.9,0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:ColeKe01,Keon Coleman,WR,BUF,ColeKe01,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,70.2,63.2,59.4,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:JolyJu00,Justin Joly,TE,DEN,JolyJu00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,15.7,28.4,19.3,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:WhylJo00,Josh Whyle,TE,GB,WhylJo00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,15.6,23.8,23.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:AtweTu00,Tutu Atwell,WR,MIA,AtweTu00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,69.4,76.8,53.9,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:HaweJa00,Jackson Hawes,TE,BUF,HaweJa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,15.2,34,30.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:MoreFo00,Foster Moreau,TE,HOU,MoreFo00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,15.1,35,27.7,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:WalkDe01,Devontez Walker,WR,BAL,WalkDe01,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,69.3,77.1,35.2,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:LloyMa00,MarShawn Lloyd,RB,GB,LloyMa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,60.1,21.4,43.5,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:RuckJe00,Jeremy Ruckert,TE,NYJ,RuckJe00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,14.6,57.7,42.1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:RousSa00,Sam Roush,TE,CHI,RousSa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,14.5,26.4,17.5,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:KacmWi00,Will Kacmarek,TE,MIA,KacmWi00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,13,83.3,61.9,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:FarrLu00,Luke Farrell,TE,SF,FarrLu00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,12.5,15.9,10.1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:BrooCh01,Chris Brooks,RB,GB,BrooCh01,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,57.2,89.8,66.9,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:DaviRa02,Ray Davis,RB,BUF,DaviRa02,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,57.1,19.6,36.2,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
